Exercise,Gender,Age,Height,Weight,Like_1,Hate_1
2,Female,24,184,94,귤,바나나
0,Female,59,167,81,어묵(튀긴 것),땅콩
2,Female,41,180,93,당근주스,동태
0,Male,51,167,64,우유,땅콩
2,Female,50,149,84,애호박,우유
2,Female,34,188,53,오이,감자
0,Male,49,173,78,우유,마른국수
1,Male,54,184,98,마른국수,고구마
1,Male,60,143,65,오렌지,땅콩
1,Male,53,175,73,단감,사과
1,Male,49,156,84,수박,귤
1,Male,48,142,76,표고버섯,멸치
2,Female,31,177,94,느타리 버섯,우유
1,Male,33,165,68,당근주스,고구마
1,Male,31,167,48,참기름,크래커
1,Female,35,177,88,토마토,사과
1,Male,25,153,98,수박,비엔나소시지
2,Male,47,170,81,우유,수박
0,Female,56,181,58,우유,오렌지
0,Male,54,152,87,연근,우유
2,Male,21,181,60,인절미,잡곡밥
1,Female,22,154,98,수박,우유
1,Male,23,160,60,꽁치,우유
1,Male,56,156,61,딸기,바나나
0,Female,60,162,69,당근,가자미
1,Female,40,141,89,단호박,딸기
0,Male,34,156,65,우유,우유
0,Male,30,175,53,굴,우유
2,Male,41,159,53,오렌지,마른국수
1,Male,41,144,83,딸기,참기름
0,Female,57,167,88,뱀장어,땅콩
2,Female,47,161,65,참기름,참기름
2,Male,24,184,56,강냉이(옥수수),오렌지
1,Female,33,185,81,고구마,애호박
2,Female,41,180,55,느타리 버섯,연근
0,Female,37,162,80,우유,느타리 버섯
0,Male,20,163,78,참기름,우유
1,Male,50,170,53,땅콩,연근
0,Female,49,173,56,참기름,검정콩
2,Male,28,153,98,어묵(튀긴 것),굴
1,Female,30,157,43,우유,참기름
1,Male,38,156,89,우유,백미
2,Female,59,169,61,고구마,애호박
1,Male,43,172,91,땅콩,단호박
2,Male,41,140,72,땅콩,참기름
0,Male,28,146,67,땅콩,낫또
1,Male,41,180,85,참기름,귤
0,Female,60,158,87,완두콩,참치통조림
2,Male,35,166,75,우유,표고버섯
1,Male,31,164,80,우유,감자
1,Male,26,180,51,딸기,우유
0,Male,39,184,43,유부,미숫가루
2,Male,21,182,82,곶감,어묵(튀긴 것)
0,Female,37,173,98,귤,사과
1,Female,23,160,82,느타리 버섯,오렌지
2,Female,30,187,61,미숫가루,감자
0,Male,60,162,91,우유,당근
2,Female,25,159,89,땅콩,고구마
0,Female,34,156,43,키위,우유
1,Male,45,157,54,어묵(튀긴 것),사과
2,Female,41,159,91,배,비엔나소시지
2,Female,45,149,68,우유,수박
0,Male,57,167,66,크래커,땅콩
0,Female,22,143,49,우유,우유
2,Female,24,185,94,갈치,잡곡밥
0,Male,60,167,81,두부,우유
2,Female,41,181,93,우유,참기름
0,Male,52,167,64,삶은 국수,바나나
0,Male,21,163,40,우유,완두콩
2,Male,35,188,53,우유,애호박
0,Male,49,160,79,식빵,당근주스
2,Male,54,185,54,당근주스,표고버섯
1,Male,30,157,82,양념갈비,토마토
2,Female,53,175,89,참치통조림,돼지고기
2,Male,59,169,83,굴,갈치
0,Female,28,167,47,우유,물오징어
0,Female,52,153,66,당근주스,마른국수
2,Female,54,178,83,우유,표고버섯
2,Female,52,143,63,키위,당근
2,Male,56,140,43,북어채,연근
0,Female,35,166,69,새우(중하),참기름
0,Male,57,146,97,고구마,새우(중하)
2,Male,37,143,90,마른국수,양념갈비
2,Female,34,178,58,우유,백미
1,Male,42,157,75,도라지,오이
2,Male,32,167,69,굴,완두콩
0,Female,45,186,91,땅콩,비엔나소시지
0,Male,36,182,92,비엔나소시지,두부
1,Male,40,175,40,단감,참기름
2,Male,51,154,44,우유,참치통조림
1,Female,45,169,81,식빵,잡곡밥
0,Male,30,189,70,땅콩,감자
2,Female,41,172,69,양념갈비,당근주스
1,Male,41,181,84,참치통조림,미숫가루
0,Female,57,167,88,참기름,토마토
2,Female,58,174,66,토마토,단감
2,Female,35,185,72,오이,찜갈비
2,Female,45,149,97,표고버섯,토마토
2,Male,52,144,71,딸기,마른국수
2,Female,37,162,80,북어채,미숫가루
0,Female,32,176,94,쇠고기,어묵(튀긴 것)
1,Female,20,183,54,건오징어채,사과
1,Female,60,173,57,낫또,귤
0,Male,39,166,54,우유,수박
1,Female,30,144,44,도라지,쌀밥
0,Female,38,157,89,단호박,우유
0,Female,29,169,77,땅콩,우유
1,Female,43,186,47,바나나,우유
0,Female,52,154,88,곶감,딸기
1,Female,28,159,83,바나나,바나나
1,Male,42,167,85,크래커,땅콩
1,Male,30,171,43,우유,우유
0,Male,35,166,91,시금치,잡곡밥
2,Male,42,164,97,낫또,우유
1,Male,37,144,68,참기름,당근
0,Female,49,146,58,단감,땅콩
0,Male,31,181,97,땅콩,귤
1,Male,58,149,69,표고버섯,참기름
0,Male,45,186,53,우유,찜갈비
1,Male,52,163,92,오이,애호박
1,Female,40,175,62,도토리 묵,우유
0,Male,25,172,89,수박,표고버섯
1,Male,55,182,58,가자미,강냉이(옥수수)
0,Female,26,183,85,땅콩,돼지고기
0,Male,52,185,46,닭고기(닭다리),참기름
0,Male,26,175,99,비엔나소시지,새우(중하)
0,Male,26,180,82,당근,곶감
1,Female,32,142,65,쌀밥,백미
0,Male,46,147,49,우유,오이
1,Female,29,143,52,땅콩,완두콩
0,Male,21,157,48,닭고기(닭다리),키위
1,Female,21,143,80,도라지,두부
0,Male,32,163,57,식빵,시금치
2,Female,35,152,54,미숫가루,토마토
1,Female,60,174,95,애호박,우유
2,Female,24,148,71,우유,우유
1,Male,41,157,82,참기름,멸치
0,Female,23,189,45,참기름,우유
0,Female,30,169,40,땅콩,땅콩
0,Female,28,155,92,고구마,땅콩
0,Female,52,154,66,우유,당근주스
0,Male,24,141,40,마른국수,우유
2,Female,53,180,63,가자미,우유
2,Female,45,140,43,땅콩,우유
0,Female,35,166,53,땅콩,딸기
0,Male,57,146,97,표고버섯,땅콩
2,Male,48,157,46,당근주스,참기름
2,Female,35,141,58,밤,땅콩
1,Male,31,145,75,우유,우유
2,Male,33,167,69,우유,시금치
1,Male,45,150,47,귤,느타리 버섯
0,Female,37,145,48,참치통조림,오이
1,Male,41,189,56,유부,키위
2,Male,21,154,45,완두콩,참기름
1,Female,55,182,96,애호박,오이
1,Female,41,152,69,쌀밥,시금치
1,Male,22,148,41,참기름,우유
0,Female,52,157,99,참기름,표고버섯
1,Female,37,143,60,사과,멸치
0,Male,58,187,81,건오징어채,뱀장어
0,Female,46,148,88,수박,우유
0,Female,55,162,97,미숫가루,시금치
1,Female,32,170,42,느타리 버섯,당근주스
0,Female,58,175,96,땅콩,표고버섯
1,Female,42,176,94,참기름,땅콩
2,Female,30,183,69,땅콩,돼지고기
2,Male,30,150,88,땅콩,갈치
1,Female,60,142,70,고구마,물오징어
2,Male,51,170,75,우유,단호박
1,Male,59,183,60,우유,도토리 묵
0,Male,41,182,94,햄(로스),어묵(튀긴 것)
2,Female,54,150,48,땅콩,새우(중하)
0,Female,22,167,44,오이,참기름
1,Male,39,160,40,느타리 버섯,검정콩
2,Male,53,180,41,당근,곶감
0,Female,30,159,44,쌀밥,삶은 국수
1,Female,46,180,47,우유,오이
0,Female,43,178,53,땅콩,완두콩
2,Female,48,157,68,오렌지,우유
0,Female,20,160,58,치즈,배
1,Male,32,145,53,수박,꽁치
1,Male,59,162,85,미숫가루,인절미
0,Male,45,187,70,느타리 버섯,우유
2,Female,22,164,92,배,완두콩
1,Female,41,189,79,참기름,당근
0,Male,36,186,45,땅콩,오렌지
2,Female,25,145,74,사과,땅콩
0,Female,26,183,85,꽁치,단감
1,Male,22,149,63,우유,밤
1,Female,37,188,99,우유,우유
0,Female,37,143,82,인절미,오이
0,Male,54,169,97,땅콩,우유
1,Female,57,161,66,땅콩,어묵(튀긴 것)
2,Male,40,144,53,느타리 버섯,수박
1,Male,33,157,65,우유,참기름
1,Female,32,157,96,밤,우유
1,Female,53,189,88,우유,쌀밥
1,Male,56,178,85,우유,시금치
2,Female,30,150,66,귤,당근주스
0,Female,34,161,70,참치통조림,오이
2,Female,51,170,97,삼겹살,키위
0,Female,34,151,60,인절미,유부
1,Female,51,145,71,강냉이(옥수수),고등어
2,Female,50,181,63,우유,북어채
1,Male,22,180,81,느타리 버섯,우유
1,Male,24,154,55,당근주스,도토리 묵
2,Female,22,143,79,참기름,콘플레이크
1,Male,26,166,75,수박,밤
1,Male,57,142,84,곶감,베이컨
2,Female,38,159,68,우유,수박
0,Male,58,170,61,배,딸기
0,Male,45,141,74,연근,바나나
1,Male,43,158,92,크래커,오이
0,Male,44,181,86,물오징어,쌀밥
0,Male,45,187,92,땅콩,딸기
0,Female,37,146,92,딸기,배
1,Male,41,189,41,참기름,동태
2,Male,21,154,45,시금치,단감
1,Male,25,145,52,우유,우유
2,Female,52,165,85,단호박,우유
1,Male,22,149,41,오렌지,마른국수
0,Female,52,157,99,단감,우유
0,Female,38,143,60,돼지고기,땅콩
1,Male,28,187,97,땅콩,단감
1,Female,46,161,88,애호박,삼겹살
1,Male,55,175,53,표고버섯,우유
1,Female,33,157,87,우유,우유
0,Female,47,176,96,크래커,우유
1,Female,42,176,94,키위,식빵
2,Male,41,146,85,토마토,참기름
2,Male,30,150,88,배,땅콩
1,Female,50,179,70,느타리 버섯,땅콩
2,Male,51,170,75,인절미,우유
2,Male,60,183,61,쌀밥,느타리 버섯
0,Male,40,145,93,땅콩,땅콩
0,Female,24,149,63,바나나,땅콩
1,Female,22,180,59,곶감,딸기
2,Male,50,172,55,우유,땅콩
0,Female,33,156,57,우유,햄(로스)
2,Male,41,185,75,단호박,도라지
1,Female,57,142,63,감자,우유
0,Female,53,141,68,배,시금치
0,Female,47,170,83,찜갈비,크래커
2,Male,41,186,90,참기름,삼겹살
1,Female,53,171,69,새우(중하),땅콩
2,Female,28,162,85,표고버섯,당근
1,Female,56,149,85,우유,가래떡
2,Female,21,176,48,닭고기(닭다리),시금치
2,Male,51,151,94,딸기,우유
2,Female,57,149,76,토마토,삼겹살
2,Female,25,145,90,돼지고기,바나나
1,Male,36,146,40,땅콩,뱀장어
2,Female,32,148,78,마른국수,참기름
2,Female,48,189,56,밤,식빵
1,Female,49,143,98,도라지,식빵
2,Male,54,169,97,멸치,찜갈비
2,Female,57,174,82,곶감,땅콩
0,Male,51,157,69,귤,물오징어
2,Male,33,170,81,마른국수,키위
2,Male,43,157,52,연근,도토리 묵
2,Female,53,153,88,감자,단호박
2,Male,26,178,41,강냉이(옥수수),우유
2,Male,41,163,66,갈치,딸기
0,Female,45,174,86,딸기,배
0,Female,52,183,53,우유,참기름
0,Male,45,165,61,우유,단감
1,Male,51,159,87,우유,우유
2,Male,50,144,79,오이,우유
2,Female,33,180,98,딸기,당근주스
1,Female,35,167,71,단감,우유
1,Male,33,170,51,돼지고기,땅콩
2,Female,37,180,91,땅콩,참기름
2,Male,27,156,41,오이,오렌지
0,Male,49,173,84,표고버섯,땅콩
1,Female,58,183,61,우유,우유
1,Male,26,168,46,유부,우유
2,Female,23,184,63,키위,식빵
1,Female,24,157,41,토마토,땅콩
1,Male,26,163,63,잡곡밥,참기름
1,Male,58,158,64,연근,땅콩
0,Female,21,165,72,크래커,사과
1,Female,42,144,92,쌀밥,도라지
0,Male,36,158,68,시금치,오이
0,Male,32,178,57,수박,단호박
2,Male,43,161,56,참기름,우유
0,Female,32,183,71,참기름,닭고기(닭다리)
2,Female,48,156,75,우유,동태
0,Female,49,163,68,감자,유부
2,Male,26,187,59,우유,참기름
2,Female,36,188,84,우유,식빵
2,Female,43,183,58,도토리 묵,가래떡
2,Male,28,152,68,당근,고구마
2,Male,53,153,66,가자미,애호박
0,Male,41,160,41,시금치,유부
2,Female,41,163,44,당근주스,고구마
2,Male,30,156,42,고구마,식빵
0,Female,21,147,91,우유,단호박
0,Male,30,146,77,우유,도토리 묵
1,Male,51,158,49,곶감,바나나
0,Male,35,162,79,검정콩,수박
2,Male,33,180,60,햄(로스),베이컨
0,Female,31,149,71,도토리 묵,바나나
1,Female,33,170,73,콘플레이크,땅콩
0,Female,52,148,75,콘플레이크,삶은 국수
2,Male,27,156,63,땅콩,오이
1,Male,23,154,68,땅콩,곶감
1,Female,28,183,55,배,땅콩
0,Male,41,186,46,베이컨,배
2,Male,23,184,85,수박,햄(로스)
0,Female,39,175,41,우유,우유
1,Female,25,163,85,도토리 묵,연근
0,Male,43,153,80,땅콩,우유
1,Female,32,178,50,비엔나소시지,크래커
2,Female,27,162,92,멸치,참기름
0,Male,36,158,46,땅콩,땅콩
1,Male,47,160,57,미숫가루,우유
0,Male,54,175,50,우유,가래떡
0,Male,58,164,87,우유,우유
0,Male,59,169,69,키위,애호박
1,Female,24,145,52,땅콩,참기름
2,Female,26,187,97,햄(로스),바나나
0,Male,21,170,84,갈치,땅콩
0,Female,54,146,52,당근주스,가자미
1,Female,24,183,83,우유,느타리 버섯
0,Male,23,165,43,애호박,우유
2,Male,37,141,56,오이,감자
0,Male,51,162,82,곶감,참치통조림
1,Male,45,174,41,베이컨,닭고기(닭다리)
1,Female,32,159,84,가래떡,키위
2,Female,55,177,92,삶은 국수,치즈
2,Male,20,171,86,식빵,미숫가루
2,Male,60,157,94,우유,감자
0,Female,43,143,53,표고버섯,우유
1,Female,46,167,71,치즈,고구마
1,Male,33,170,95,참기름,토마토
1,Female,37,166,75,토마토,유부
2,Male,57,143,41,식빵,참기름
2,Female,38,173,69,잡곡밥,식빵
1,Female,28,183,77,도토리 묵,가래떡
1,Male,26,168,46,참기름,고구마
2,Female,23,184,47,가자미,애호박
1,Female,54,144,41,북어채,수박
1,Male,26,163,63,오이,오렌지
1,Female,58,158,64,우유,바나나
1,Female,32,165,88,당근,쇠고기
1,Female,42,144,92,단호박,밤
0,Male,36,158,68,곶감,바나나
0,Male,21,178,57,땅콩,곶감
2,Male,32,161,56,닭고기(닭다리),베이컨
0,Female,33,170,71,삶은 국수,바나나
0,Female,59,169,91,당근,우유
2,Female,50,164,53,우유,우유
1,Male,27,174,59,애호박,마른국수
2,Male,36,188,84,오이,우유
2,Male,54,146,74,참기름,참기름
2,Female,39,165,83,토마토,참기름
2,Male,23,165,81,사과,귤
1,Male,52,172,41,완두콩,우유
0,Female,51,163,44,도토리 묵,우유
0,Male,41,169,57,우유,우유
1,Female,32,146,47,가자미,크래커
0,Female,40,159,92,멸치,참기름
2,Female,20,158,64,땅콩,땅콩
0,Male,34,175,94,귤,땅콩
0,Female,54,156,91,우유,오렌지
1,Female,30,162,86,우유,느타리 버섯
2,Male,44,169,88,우유,잡곡밥
0,Female,21,161,90,새우(중하),도라지
2,Male,26,155,78,귤,우유
1,Male,33,154,84,바나나,햄(로스)
1,Female,39,146,71,삼겹살,토마토
1,Female,51,149,61,참기름,낫또
0,Male,33,183,40,물오징어,땅콩
1,Female,49,188,56,미숫가루,크래커
2,Male,36,176,40,느타리 버섯,우유
0,Male,43,153,79,잡곡밥,감자
1,Female,32,165,50,오렌지,땅콩
2,Female,57,162,77,키위,닭고기(닭다리)
0,Female,36,158,90,콘플레이크,귤
1,Male,48,160,57,표고버섯,크래커
2,Female,33,162,78,백미,연근
2,Male,59,165,87,가래떡,식빵
0,Male,59,170,70,도라지,우유
1,Female,24,182,53,토마토,오렌지
2,Female,27,174,82,땅콩,검정콩
0,Male,51,170,84,우유,북어채
2,Female,54,146,96,백미,사과
1,Male,54,183,68,연근,도토리 묵
2,Female,23,152,44,감자,단호박
2,Male,26,141,41,바나나,우유
0,Male,51,163,82,고등어,우유
0,Male,45,174,41,참기름,땅콩
1,Male,32,146,69,연근,가자미
2,Female,55,178,92,도라지,참기름
2,Male,21,158,86,애호박,표고버섯
2,Male,60,144,78,잡곡밥,애호박
0,Female,43,143,53,오렌지,참치통조림
2,Female,56,180,86,딸기,참기름
2,Male,44,169,50,뱀장어,땅콩
2,Female,36,179,90,참기름,참기름
2,Female,26,155,40,애호박,오렌지
0,Male,48,185,84,오이,애호박
1,Female,28,183,77,느타리 버섯,연근
2,Female,26,180,45,단감,느타리 버섯
0,Female,22,184,62,참기름,우유
2,Female,24,156,56,땅콩,굴
0,Female,36,189,94,곶감,비엔나소시지
0,Male,28,184,95,연근,느타리 버섯
1,Male,32,178,43,인절미,우유
1,Male,53,143,92,콘플레이크,도라지
1,Female,46,171,83,고등어,애호박
0,Male,32,141,56,수박,굴
0,Female,54,187,87,땅콩,참기름
2,Male,43,146,86,도라지,낫또
0,Female,28,182,47,우유,가자미
2,Female,49,176,68,완두콩,인절미
2,Male,37,187,75,우유,당근주스
2,Female,47,152,84,우유,단호박
0,Male,54,147,74,삼겹살,참치통조림
2,Male,39,152,68,참기름,닭고기(닭다리)
2,Male,23,152,66,당근,땅콩
1,Male,52,159,41,시금치,치즈
0,Female,41,163,44,느타리 버섯,미숫가루
0,Male,41,169,42,잡곡밥,감자
1,Female,32,146,47,참기름,당근
0,Female,40,159,92,땅콩,오렌지
2,Female,21,158,65,곶감,고등어
1,Female,45,189,94,표고버섯,멸치
0,Male,54,156,91,애호박,연근
0,Female,30,149,87,표고버섯,고구마
2,Male,44,169,88,도라지,우유
0,Female,21,148,90,수박,밤
2,Male,26,155,78,땅콩,검정콩
2,Male,34,167,40,땅콩,수박
1,Female,39,146,55,우유,참기름
0,Female,52,149,45,삶은 국수,바나나
0,Male,23,184,40,우유,잡곡밥
0,Female,39,188,56,우유,우유
2,Male,36,176,57,삼겹살,우유
1,Male,54,153,79,바나나,곶감
1,Female,32,178,65,참기름,동태
0,Male,27,175,92,시금치,바나나
1,Male,46,171,45,우유,땅콩
1,Male,47,159,56,잡곡밥,우유
0,Male,54,188,50,우유,마른국수
0,Male,28,177,86,참기름,우유
0,Male,28,182,69,키위,애호박
1,Female,34,145,68,참기름,참기름
2,Male,37,187,97,잡곡밥,귤
1,Female,31,183,40,고구마,땅콩
0,Female,24,146,51,느타리 버섯,쇠고기
1,Female,23,146,83,우유,느타리 버섯
0,Male,33,165,59,시금치,우유
0,Female,36,154,56,애호박,완두콩
0,Male,51,175,97,땅콩,백미
2,Male,25,150,57,딸기,배
2,Female,42,159,84,배,참기름
0,Female,25,140,47,우유,단감
0,Male,31,171,42,우유,곶감
0,Male,30,156,94,땅콩,감자
0,Female,43,156,52,양념갈비,참기름
2,Female,46,181,88,참치통조림,미숫가루
1,Male,44,170,51,참기름,토마토
2,Female,37,180,91,토마토,단감
2,Male,27,156,41,우유,찜갈비
0,Male,60,186,41,우유,토마토
1,Female,40,147,94,우유,우유
2,Female,26,168,46,뱀장어,우유
2,Female,23,185,63,키위,강냉이(옥수수)
2,Male,24,157,57,건오징어채,수박
1,Female,26,163,64,오이,오렌지
2,Female,28,185,80,우유,바나나
1,Male,32,179,89,도라지,쌀밥
1,Female,54,144,93,단호박,우유
0,Female,47,172,84,땅콩,우유
1,Female,44,155,73,물오징어,우유
0,Female,55,188,89,배,딸기
2,Male,44,147,87,딸기,땅콩
0,Female,29,183,48,크래커,참기름
0,Female,50,164,69,시금치,참기름
2,Male,27,188,60,식빵,우유
0,Male,47,165,41,낫또,우유
0,Male,24,147,74,참기름,참기름
0,Female,39,165,84,키위,땅콩
0,Male,34,166,82,우유,귤
1,Female,22,173,57,우유,참기름
0,Female,52,176,60,우유,표고버섯
1,Male,41,169,58,오이,애호박
2,Female,43,160,63,삶은 국수,우유
1,Female,40,160,92,토마토,참기름
2,Female,21,172,65,오이,땅콩
1,Male,45,176,95,우유,땅콩
0,Male,43,156,91,우유,우유
1,Male,41,162,43,우유,느타리 버섯
2,Male,55,183,88,우유,강냉이(옥수수)
0,Female,22,161,47,물오징어,연근
2,Male,37,169,94,곶감,땅콩
1,Male,34,167,40,바나나,새우(중하)
2,Female,39,160,71,마른국수,키위
1,Female,22,162,61,도라지,두부
0,Male,34,147,41,식빵,우유
1,Male,50,188,57,오이,연근
2,Male,36,176,57,참기름,백미
1,Female,44,154,80,검정콩,굴
1,Female,33,179,67,배,참기름
0,Female,28,163,93,우유,낫또
0,Male,36,159,46,크래커,곶감
1,Male,48,160,57,오이,인절미
0,Male,44,162,95,도토리 묵,당근주스
0,Male,29,165,87,마른국수,감자
0,Male,29,170,70,가자미,우유
1,Female,35,146,69,토마토,오렌지
2,Female,27,188,98,우유,표고버섯
1,Female,21,170,85,우유,감자
0,Female,44,184,97,도토리 묵,우유
1,Female,24,184,84,뱀장어,고구마
0,Male,23,166,44,곶감,물오징어
0,Female,37,141,57,바나나,우유
0,Male,52,176,82,햄(로스),참기름
2,Male,26,151,58,참기름,땅콩
2,Female,32,160,85,당근주스,쌀밥
2,Female,25,141,92,연근,참기름
2,Male,21,172,43,애호박,우유
0,Female,30,171,51,검정콩,우유
0,Male,54,157,69,배,비엔나소시지
0,Male,57,144,43,딸기,땅콩
2,Female,44,183,67,크래커,참기름
2,Female,48,143,47,시금치,참기름
2,Female,38,169,57,시금치,우유
1,Female,30,149,56,낫또,시금치
2,Male,39,160,93,비엔나소시지,당근주스
2,Female,37,181,62,단감,표고버섯
0,Female,34,147,79,참기름,땅콩
2,Male,35,170,57,땅콩,물오징어
2,Female,36,176,79,우유,찜갈비
0,Female,39,185,95,밤,어묵(튀긴 것)
2,Male,43,141,44,우유,단호박
2,Male,53,157,48,우유,삶은 국수
1,Female,47,171,84,귤,강냉이(옥수수)
1,Female,43,141,72,땅콩,쌀밥
0,Female,24,188,88,삼겹살,참치통조림
2,Male,54,159,42,비엔나소시지,배
0,Male,29,183,47,당근,키위
0,Female,60,177,84,우유,단감
0,Female,37,150,75,애호박,가래떡
2,Male,47,152,41,오이,우유
0,Male,55,147,75,참기름,단감
0,Female,39,165,84,건오징어채,배
0,Female,23,166,82,콘플레이크,꽁치
1,Male,52,173,57,완두콩,단감
0,Female,52,177,60,백미,우유
0,Female,41,169,58,우유,우유
1,Female,32,160,47,도라지,콘플레이크
1,Female,40,160,93,북어채,우유
2,Female,21,172,65,땅콩,땅콩
1,Male,46,176,95,바나나,땅콩
0,Male,44,143,76,우유,딸기
1,Female,42,162,87,미숫가루,우유
2,Male,44,183,89,인절미,오이
0,Female,22,161,91,땅콩,우유
2,Male,38,169,79,고등어,바나나
1,Male,34,167,84,검정콩,땅콩
2,Female,39,147,71,땅콩,동태
1,Female,52,149,62,우유,땅콩
0,Male,34,147,41,애호박,우유
1,Female,50,188,57,오이,도라지
2,Male,36,176,41,우유,마른국수
1,Male,54,166,96,낫또,땅콩
2,Female,43,141,66,삼겹살,키위
0,Male,38,175,48,완두콩,땅콩
1,Male,47,171,62,당근,고등어
2,Male,58,173,73,우유,당근
0,Male,54,175,50,느타리 버섯,우유
1,Male,28,178,43,당근주스,시금치
0,Male,29,183,85,참기름,식빵
1,Female,34,158,68,멸치,찜갈비
0,Male,37,150,53,수박,땅콩
2,Male,42,146,56,우유,북어채
1,Male,24,160,68,백미,사과
2,Female,34,146,99,연근,표고버섯
1,Male,34,179,59,고등어,우유
0,Female,48,154,72,어묵(튀긴 것),쌀밥
1,Female,21,176,98,땅콩,딸기
0,Female,26,150,73,딸기,배
2,Female,43,173,40,우유,단호박
0,Female,25,141,48,우유,딸기
0,Female,31,184,42,우유,우유
0,Female,31,171,51,낫또,우유
0,Female,55,157,70,오렌지,치즈
2,Female,57,181,87,단감,우유
2,Female,44,183,51,돼지고기,땅콩
2,Male,48,180,91,참기름,단감
2,Female,27,156,57,우유,가래떡
0,Male,60,149,41,땅콩,우유
2,Male,39,147,93,참기름,우유
2,Female,37,181,62,치즈,우유
0,Female,34,147,63,사과,바나나
2,Female,24,157,57,토마토,토마토
2,Female,37,176,79,애호박,우유
0,Male,39,185,96,우유,우유
2,Male,43,178,44,도라지,콘플레이크
2,Male,53,157,48,물오징어,우유
1,Female,47,172,84,땅콩,땅콩
0,Male,32,141,73,멸치,땅콩
0,Female,54,188,88,우유,딸기
2,Male,54,146,43,우유,땅콩
0,Male,29,183,47,인절미,단호박
0,Female,60,177,69,단호박,도라지
2,Female,37,187,75,고등어,도토리 묵
0,Male,58,165,56,검정콩,땅콩
0,Male,24,160,90,땅콩,참기름
0,Female,50,178,99,키위,땅콩
0,Female,34,179,97,우유,곶감
2,Female,22,186,57,우유,도라지
1,Female,21,176,60,우유,오이
1,Female,52,182,73,낫또,시금치
2,Male,43,160,63,사과,땅콩
1,Female,51,172,48,토마토,삼겹살
0,Female,31,171,80,물오징어,꽁치
1,Female,45,188,50,표고버섯,북어채
0,Female,54,156,91,오이,참기름
2,Male,41,175,42,표고버섯,도토리 묵
2,Male,55,182,44,도라지,우유
1,Male,32,174,46,수박,밤
0,Male,37,169,94,땅콩,애호박
2,Male,44,167,40,땅콩,곶감
1,Female,39,146,71,배,참기름
1,Female,21,162,77,베이컨,바나나
1,Female,44,147,56,우유,미숫가루
1,Male,60,151,72,우유,우유
0,Female,47,189,56,도토리 묵,당근주스
1,Male,54,167,96,땅콩,우유
2,Female,43,178,66,참기름,건오징어채
0,Male,27,175,92,시금치,배
1,Male,47,172,46,우유,땅콩
0,Female,28,186,89,미숫가루,우유
0,Male,54,188,50,우유,가래떡
0,Male,28,178,43,우유,우유
0,Male,29,183,85,키위,애호박
1,Female,35,145,69,땅콩,참기름
2,Male,37,187,97,굴,귤
1,Male,32,146,56,고구마,땅콩
0,Male,24,160,52,당근주스,쇠고기
2,Female,24,147,83,우유,우유
0,Male,34,165,59,땅콩,콘플레이크
0,Female,37,154,57,땅콩,단호박
2,Female,32,189,54,곶감,베이컨
2,Female,26,150,73,비엔나소시지,낫또
2,Female,43,159,85,마른국수,사과
0,Female,25,141,48,밤,참치통조림
0,Female,31,171,42,식빵,잡곡밥
0,Female,30,157,94,우유,감자
1,Male,24,169,85,양념갈비,우유
0,Male,26,143,42,치즈,미숫가루
2,Female,54,182,66,참기름,동태
2,Female,47,142,46,완두콩,치즈
0,Female,37,168,56,식빵,참기름
1,Female,29,162,56,잡곡밥,감자
2,Male,50,159,49,도토리 묵,마른국수
0,Female,36,144,61,참기름,고구마
1,Male,33,147,78,쇠고기,어묵(튀긴 것)
2,Male,34,169,72,멸치,수박
0,Female,36,189,94,오이,오렌지
1,Female,39,148,51,우유,바나나
2,Male,42,141,59,당근,쌀밥
2,Male,23,156,47,단호박,우유
2,Female,57,184,99,곶감,바나나
1,Female,43,154,72,땅콩,수박
0,Female,54,187,87,마른국수,비엔나소시지
0,Female,54,159,42,밤,바나나
1,Male,39,145,62,도라지,우유
0,Male,60,189,84,우유,우유
0,Female,48,150,90,시금치,마른국수
0,Female,57,164,99,낫또,우유
0,Male,24,160,90,참기름,참기름
0,Female,50,165,84,토마토,참기름
0,Female,34,166,82,우유,귤
2,Female,22,172,57,우유,땅콩
1,Female,51,176,60,도토리 묵,우유
1,Female,52,182,57,땅콩,우유
2,Male,43,160,63,쇠고기,크래커
1,Female,51,173,48,멸치,참기름
0,Female,31,171,80,땅콩,땅콩
1,Female,45,189,94,귤,땅콩
0,Male,54,156,91,우유,오렌지
1,Male,41,162,42,우유,느타리 버섯
2,Male,55,182,44,우유,강냉이(옥수수)
0,Female,32,161,46,물오징어,연근
0,Male,37,169,94,곶감,귤
2,Male,33,167,40,도토리 묵,땅콩
2,Female,50,159,71,당근주스,쇠고기
1,Female,21,162,61,우유,느타리 버섯
1,Male,33,147,56,시금치,우유
1,Male,50,151,72,오이,도라지
2,Male,36,176,56,참기름,백미
2,Female,24,166,95,검정콩,햄(로스)
2,Female,43,141,81,오렌지,참기름
1,Male,38,188,48,우유,낫또
2,Male,57,184,61,콘플레이크,귤
0,Female,28,186,88,우유,도라지
1,Female,24,151,65,양념갈비,우유
1,Female,39,141,42,치즈,고등어
0,Female,39,145,85,참기름,귤
2,Male,45,158,84,완두콩,닭고기(닭다리)
0,Male,48,150,53,우유,땅콩
2,Male,42,146,55,우유,식빵
1,Male,34,159,67,도토리 묵,우유
2,Female,34,159,99,당근주스,고구마
1,Male,44,178,75,곶감,당근
